"order_number","order_date","delivery_date","quantity","customer_country","customer_state","product_category"
1364004,"2018-09-25","2018-09-29",7,"United Kingdom","Ashford","Computers"
1364019,"2018-09-25","2018-09-29",4,"Germany","Freistaat Bayern","Cell phones"
1364019,"2018-09-25","2018-09-29",2,"Germany","Freistaat Bayern","Home Appliances"
1364019,"2018-09-25","2018-09-29",1,"Germany","Freistaat Bayern","Computers"
1365015,"2018-09-26","2018-09-28",2,"United States","California","Music, Movies and Audio Books"
1365015,"2018-09-26","2018-09-28",3,"United States","California","Games and Toys"
1365015,"2018-09-26","2018-09-28",1,"United States","California","Music, Movies and Audio Books"
1365015,"2018-09-26","2018-09-28",4,"United States","California","Home Appliances"
1365015,"2018-09-26","2018-09-28",2,"United States","California","Cameras and camcorders"
1366001,"2018-09-27","2018-09-30",8,"United States","South Carolina","Computers"
1366001,"2018-09-27","2018-09-30",9,"United States","South Carolina","Cell phones"
1366027,"2018-09-27","2018-09-30",6,"Canada","Saskatchewan","Audio"
1366027,"2018-09-27","2018-09-30",2,"Canada","Saskatchewan","Audio"
1367000,"2018-09-28","2018-10-04",10,"United Kingdom","Ceredigion","Computers"
1367000,"2018-09-28","2018-10-04",9,"United Kingdom","Ceredigion","Cell phones"
1367013,"2018-09-28","2018-10-02",2,"United States","New Jersey","Cell phones"
1367013,"2018-09-28","2018-10-02",8,"United States","New Jersey","Audio"
1367016,"2018-09-28","2018-10-03",8,"United States","Connecticut","Games and Toys"
1367019,"2018-09-28","2018-10-02",5,"United States","Michigan","Home Appliances"
1367019,"2018-09-28","2018-10-02",1,"United States","Michigan","TV and Video"
1367019,"2018-09-28","2018-10-02",3,"United States","Michigan","Home Appliances"
1368011,"2018-09-29","2018-10-01",2,"United Kingdom","Newark and Sherwood","Audio"
1368011,"2018-09-29","2018-10-01",3,"United Kingdom","Newark and Sherwood","Cameras and camcorders"
1368011,"2018-09-29","2018-10-01",2,"United Kingdom","Newark and Sherwood","Cell phones"
1368013,"2018-09-29","2018-10-01",3,"Germany","Freistaat Bayern","Cell phones"
1368016,"2018-09-29","2018-10-05",1,"United States","Florida","TV and Video"
1368016,"2018-09-29","2018-10-05",2,"United States","Florida","Cell phones"
1368021,"2018-09-29","2018-10-03",3,"United States","Indiana","Cameras and camcorders"
1368021,"2018-09-29","2018-10-03",2,"United States","Indiana","TV and Video"
1368021,"2018-09-29","2018-10-03",4,"United States","Indiana","Cell phones"
1368025,"2018-09-29","2018-10-04",1,"United States","Virginia","Audio"
1368026,"2018-09-29","2018-10-03",1,"United States","Washington","Cell phones"
1368026,"2018-09-29","2018-10-03",1,"United States","Washington","Computers"
1368028,"2018-09-29","2018-10-04",10,"United States","Illinois","Computers"
1368028,"2018-09-29","2018-10-04",3,"United States","Illinois","Cell phones"
1368028,"2018-09-29","2018-10-04",1,"United States","Illinois","Games and Toys"
1368030,"2018-09-29","2018-10-02",1,"United States","Texas","Music, Movies and Audio Books"
1368030,"2018-09-29","2018-10-02",3,"United States","Texas","Audio"
1368030,"2018-09-29","2018-10-02",4,"United States","Texas","Audio"
1368030,"2018-09-29","2018-10-02",1,"United States","Texas","Games and Toys"
1368030,"2018-09-29","2018-10-02",1,"United States","Texas","Music, Movies and Audio Books"
1368030,"2018-09-29","2018-10-02",5,"United States","Texas","Cell phones"
1370011,"2018-10-01","2018-10-08",4,"United States","Mississippi","Music, Movies and Audio Books"
1370013,"2018-10-01","2018-10-04",1,"United States","New York","Music, Movies and Audio Books"
1370013,"2018-10-01","2018-10-04",3,"United States","New York","Cell phones"
1371004,"2018-10-02","2018-10-08",1,"Italy","Isernia","Cell phones"
1371004,"2018-10-02","2018-10-08",5,"Italy","Isernia","Games and Toys"
1371004,"2018-10-02","2018-10-08",3,"Italy","Isernia","Cell phones"
1371010,"2018-10-02","2018-10-07",2,"Italy","Gorizia","Cell phones"
1371013,"2018-10-02","2018-10-08",1,"Germany","Rheinland-Pfalz","TV and Video"
1371013,"2018-10-02","2018-10-08",1,"Germany","Rheinland-Pfalz","Cell phones"
1371015,"2018-10-02","2018-10-07",8,"France","Languedoc-Roussillon","Cell phones"
1371015,"2018-10-02","2018-10-07",2,"France","Languedoc-Roussillon","Music, Movies and Audio Books"
1371015,"2018-10-02","2018-10-07",1,"France","Languedoc-Roussillon","Computers"
1371015,"2018-10-02","2018-10-07",3,"France","Languedoc-Roussillon","Cell phones"
1371016,"2018-10-02","2018-10-06",1,"United States","California","Computers"
1371016,"2018-10-02","2018-10-06",2,"United States","California","Computers"
1371016,"2018-10-02","2018-10-06",2,"United States","California","Music, Movies and Audio Books"
1371019,"2018-10-02","2018-10-06",2,"United States","Minnesota","Cell phones"
1371019,"2018-10-02","2018-10-06",6,"United States","Minnesota","Computers"
1372012,"2018-10-03","2018-10-07",3,"United States","Wisconsin","Home Appliances"
1372012,"2018-10-03","2018-10-07",3,"United States","Wisconsin","Computers"
1372014,"2018-10-03","2018-10-05",1,"United States","Illinois","Home Appliances"
1372017,"2018-10-03","2018-10-05",3,"United States","Mississippi","TV and Video"
1372017,"2018-10-03","2018-10-05",1,"United States","Mississippi","Home Appliances"
1372019,"2018-10-03","2018-10-07",1,"United States","New York","Computers"
1372019,"2018-10-03","2018-10-07",2,"United States","New York","Audio"
1372022,"2018-10-03","2018-10-09",2,"Germany","Sachsen-Anhalt","Home Appliances"
1372024,"2018-10-03","2018-10-09",1,"United States","Wisconsin","Audio"
1372024,"2018-10-03","2018-10-09",2,"United States","Wisconsin","Cell phones"
1372024,"2018-10-03","2018-10-09",1,"United States","Wisconsin","Audio"
1372024,"2018-10-03","2018-10-09",4,"United States","Wisconsin","Computers"
1372024,"2018-10-03","2018-10-09",4,"United States","Wisconsin","Cell phones"
1372024,"2018-10-03","2018-10-09",1,"United States","Wisconsin","Computers"
1373002,"2018-10-04","2018-10-10",3,"United States","New York","Computers"
1373009,"2018-10-04","2018-10-06",7,"United States","New York","Music, Movies and Audio Books"
1373010,"2018-10-04","2018-10-08",2,"Canada","British Columbia","Computers"
1373010,"2018-10-04","2018-10-08",2,"Canada","British Columbia","Music, Movies and Audio Books"
1373010,"2018-10-04","2018-10-08",6,"Canada","British Columbia","Games and Toys"
1373010,"2018-10-04","2018-10-08",1,"Canada","British Columbia","Computers"
1373019,"2018-10-04","2018-10-07",4,"Germany","Schleswig-Holstein","Audio"
1373019,"2018-10-04","2018-10-07",2,"Germany","Schleswig-Holstein","TV and Video"
1373020,"2018-10-04","2018-10-12",2,"France","Île-de-France","TV and Video"
1373020,"2018-10-04","2018-10-12",2,"France","Île-de-France","TV and Video"
1373020,"2018-10-04","2018-10-12",3,"France","Île-de-France","Computers"
1373021,"2018-10-04","2018-10-09",1,"Canada","Saskatchewan","Home Appliances"
1373021,"2018-10-04","2018-10-09",5,"Canada","Saskatchewan","Home Appliances"
1373023,"2018-10-04","2018-10-07",1,"Canada","British Columbia","Computers"
1373025,"2018-10-04","2018-10-11",2,"United States","New Mexico","Games and Toys"
1373025,"2018-10-04","2018-10-11",1,"United States","New Mexico","Audio"
1373028,"2018-10-04","2018-10-09",2,"United Kingdom","Wycombe","Computers"
1373028,"2018-10-04","2018-10-09",1,"United Kingdom","Wycombe","Cell phones"
1373028,"2018-10-04","2018-10-09",3,"United Kingdom","Wycombe","Cameras and camcorders"
1374002,"2018-10-05","2018-10-10",1,"United States","Michigan","Computers"
1374002,"2018-10-05","2018-10-10",1,"United States","Michigan","Cell phones"
1374002,"2018-10-05","2018-10-10",1,"United States","Michigan","Cameras and camcorders"
1374002,"2018-10-05","2018-10-10",6,"United States","Michigan","Audio"
1374002,"2018-10-05","2018-10-10",2,"United States","Michigan","Audio"
1374002,"2018-10-05","2018-10-10",1,"United States","Michigan","TV and Video"
1374007,"2018-10-05","2018-10-10",1,"Canada","Quebec","Games and Toys"
1374007,"2018-10-05","2018-10-10",2,"Canada","Quebec","Cell phones"
1374010,"2018-10-05","2018-10-07",2,"Germany","Rheinland-Pfalz","Home Appliances"
1374010,"2018-10-05","2018-10-07",2,"Germany","Rheinland-Pfalz","Computers"
1374011,"2018-10-05","2018-10-08",2,"United States","Florida","Cell phones"
1375002,"2018-10-06","2018-10-13",2,"Netherlands","Zuid-Holland","Computers"
1375002,"2018-10-06","2018-10-13",7,"Netherlands","Zuid-Holland","Computers"
1375009,"2018-10-06","2018-10-11",3,"Germany","Baden-Württemberg","Games and Toys"
1375009,"2018-10-06","2018-10-11",3,"Germany","Baden-Württemberg","Cell phones"
1375009,"2018-10-06","2018-10-11",1,"Germany","Baden-Württemberg","Cameras and camcorders"
1375009,"2018-10-06","2018-10-11",3,"Germany","Baden-Württemberg","Computers"
1375009,"2018-10-06","2018-10-11",2,"Germany","Baden-Württemberg","Computers"
1375009,"2018-10-06","2018-10-11",4,"Germany","Baden-Württemberg","Games and Toys"
1375009,"2018-10-06","2018-10-11",1,"Germany","Baden-Württemberg","Games and Toys"
1375013,"2018-10-06","2018-10-10",4,"United States","Kansas","Audio"
1375025,"2018-10-06","2018-10-09",1,"United States","Missouri","Cell phones"
1375025,"2018-10-06","2018-10-09",4,"United States","Missouri","Cameras and camcorders"
1375034,"2018-10-06","2018-10-12",2,"United States","Arkansas","Home Appliances"
1375034,"2018-10-06","2018-10-12",6,"United States","Arkansas","Computers"
1375037,"2018-10-06","2018-10-09",1,"Australia","New South Wales","Audio"
1375037,"2018-10-06","2018-10-09",8,"Australia","New South Wales","Cell phones"
1375037,"2018-10-06","2018-10-09",7,"Australia","New South Wales","Cell phones"
1377000,"2018-10-08","2018-10-15",6,"Italy","Bolzano","Computers"
1377000,"2018-10-08","2018-10-15",9,"Italy","Bolzano","Audio"
1377010,"2018-10-08","2018-10-15",1,"United States","Colorado","Music, Movies and Audio Books"
1378018,"2018-10-09","2018-10-12",2,"United States","Tennessee","Games and Toys"
1378018,"2018-10-09","2018-10-12",2,"United States","Tennessee","Computers"
1378018,"2018-10-09","2018-10-12",1,"United States","Tennessee","Audio"
1378018,"2018-10-09","2018-10-12",4,"United States","Tennessee","Games and Toys"
1378019,"2018-10-09","2018-10-11",2,"United States","Texas","Home Appliances"
1379001,"2018-10-10","2018-10-13",7,"Germany","Freistaat Bayern","Music, Movies and Audio Books"
1379001,"2018-10-10","2018-10-13",1,"Germany","Freistaat Bayern","Cell phones"
1379001,"2018-10-10","2018-10-13",3,"Germany","Freistaat Bayern","Computers"
1379001,"2018-10-10","2018-10-13",3,"Germany","Freistaat Bayern","Cell phones"
1379001,"2018-10-10","2018-10-13",10,"Germany","Freistaat Bayern","Computers"
1379006,"2018-10-10","2018-10-12",5,"United Kingdom","Highland","Computers"
1379010,"2018-10-10","2018-10-16",1,"United States","Texas","Home Appliances"
1379010,"2018-10-10","2018-10-16",2,"United States","Texas","Music, Movies and Audio Books"
1379010,"2018-10-10","2018-10-16",3,"United States","Texas","Cameras and camcorders"
1379012,"2018-10-10","2018-10-15",8,"United Kingdom","Berkshire","Computers"
1379013,"2018-10-10","2018-10-15",3,"Canada","British Columbia","Computers"
1379015,"2018-10-10","2018-10-16",1,"United States","Georgia","Computers"
1379015,"2018-10-10","2018-10-16",6,"United States","Georgia","Cell phones"
1379015,"2018-10-10","2018-10-16",3,"United States","Georgia","Home Appliances"
1379015,"2018-10-10","2018-10-16",5,"United States","Georgia","Cameras and camcorders"
1379015,"2018-10-10","2018-10-16",1,"United States","Georgia","Audio"
1379016,"2018-10-10","2018-10-15",3,"Italy","Pescara","Computers"
1379016,"2018-10-10","2018-10-15",2,"Italy","Pescara","Home Appliances"
1379017,"2018-10-10","2018-10-19",2,"Germany","Rheinland-Pfalz","Games and Toys"
1379017,"2018-10-10","2018-10-19",2,"Germany","Rheinland-Pfalz","Computers"
1379026,"2018-10-10","2018-10-17",2,"Germany","Rheinland-Pfalz","Games and Toys"
1379026,"2018-10-10","2018-10-17",1,"Germany","Rheinland-Pfalz","Home Appliances"
1379026,"2018-10-10","2018-10-17",8,"Germany","Rheinland-Pfalz","Computers"
1379026,"2018-10-10","2018-10-17",1,"Germany","Rheinland-Pfalz","Computers"
1380002,"2018-10-11","2018-10-13",2,"United States","Tennessee","Games and Toys"
1380002,"2018-10-11","2018-10-13",4,"United States","Tennessee","Cell phones"
1380005,"2018-10-11","2018-10-14",1,"Netherlands","Groningen","Music, Movies and Audio Books"
1380005,"2018-10-11","2018-10-14",1,"Netherlands","Groningen","Computers"
1380012,"2018-10-11","2018-10-12",6,"Germany","Brandenburg","Computers"
1380012,"2018-10-11","2018-10-12",7,"Germany","Brandenburg","Audio"
1380012,"2018-10-11","2018-10-12",3,"Germany","Brandenburg","Cell phones"
1380012,"2018-10-11","2018-10-12",10,"Germany","Brandenburg","Computers"
1380018,"2018-10-11","2018-10-16",7,"United Kingdom","North Hertfordshire","Cameras and camcorders"
1380018,"2018-10-11","2018-10-16",1,"United Kingdom","North Hertfordshire","Computers"
1380018,"2018-10-11","2018-10-16",3,"United Kingdom","North Hertfordshire","Computers"
1380019,"2018-10-11","2018-10-15",5,"United States","Arizona","Computers"
1380019,"2018-10-11","2018-10-15",7,"United States","Arizona","TV and Video"
1380019,"2018-10-11","2018-10-15",3,"United States","Arizona","Music, Movies and Audio Books"
1380021,"2018-10-11","2018-10-12",10,"United States","New Hampshire","Music, Movies and Audio Books"
1381009,"2018-10-12","2018-10-16",3,"Germany","Mecklenburg-Vorpommern","Games and Toys"
1381009,"2018-10-12","2018-10-16",3,"Germany","Mecklenburg-Vorpommern","TV and Video"
1381019,"2018-10-12","2018-10-17",3,"United States","Illinois","TV and Video"
1382004,"2018-10-13","2018-10-16",1,"United States","Nevada","Cell phones"
1382005,"2018-10-13","2018-10-18",2,"Germany","Niedersachsen","Home Appliances"
1382008,"2018-10-13","2018-10-18",6,"United States","New Jersey","Music, Movies and Audio Books"
1382009,"2018-10-13","2018-10-18",7,"United States","California","Audio"
1382017,"2018-10-13","2018-10-19",3,"Canada","Alberta","Music, Movies and Audio Books"
1382022,"2018-10-13","2018-10-16",2,"Netherlands","Utrecht","Cell phones"
1382022,"2018-10-13","2018-10-16",1,"Netherlands","Utrecht","Cell phones"
1382022,"2018-10-13","2018-10-16",1,"Netherlands","Utrecht","Audio"
1382022,"2018-10-13","2018-10-16",2,"Netherlands","Utrecht","Computers"
1382022,"2018-10-13","2018-10-16",3,"Netherlands","Utrecht","TV and Video"
1382033,"2018-10-13","2018-10-14",1,"United States","Alaska","Audio"
1382033,"2018-10-13","2018-10-14",3,"United States","Alaska","Home Appliances"
1382033,"2018-10-13","2018-10-14",3,"United States","Alaska","Music, Movies and Audio Books"
1383000,"2018-10-14","2018-10-22",7,"France","Aquitaine","Audio"
1383000,"2018-10-14","2018-10-22",3,"France","Aquitaine","Audio"
1383000,"2018-10-14","2018-10-22",4,"France","Aquitaine","Computers"
1383000,"2018-10-14","2018-10-22",2,"France","Aquitaine","Computers"
1384006,"2018-10-15","2018-10-18",2,"United States","Texas","Home Appliances"
1384009,"2018-10-15","2018-10-20",4,"United States","Nevada","Computers"
1384011,"2018-10-15","2018-10-17",2,"United States","New York","Computers"
1384011,"2018-10-15","2018-10-17",10,"United States","New York","Computers"
1384011,"2018-10-15","2018-10-17",2,"United States","New York","Home Appliances"
1384011,"2018-10-15","2018-10-17",1,"United States","New York","Cameras and camcorders"
1385007,"2018-10-16","2018-10-18",1,"United States","Virginia","Cell phones"
1385007,"2018-10-16","2018-10-18",1,"United States","Virginia","Home Appliances"
1385007,"2018-10-16","2018-10-18",1,"United States","Virginia","Games and Toys"
1386002,"2018-10-17","2018-10-22",2,"United Kingdom","Wyre Forest","Computers"
1386002,"2018-10-17","2018-10-22",9,"United Kingdom","Wyre Forest","Music, Movies and Audio Books"
1386003,"2018-10-17","2018-10-24",1,"United States","Georgia","Computers"
1386003,"2018-10-17","2018-10-24",1,"United States","Georgia","Music, Movies and Audio Books"
1386012,"2018-10-17","2018-10-20",2,"United States","Illinois","Cell phones"
1386019,"2018-10-17","2018-10-22",3,"Canada","Ontario","Games and Toys"
1386019,"2018-10-17","2018-10-22",1,"Canada","Ontario","Cell phones"
